#samples, filetype, datatype, headerlength, delta t (s), mV/Division, bottom pore pressure (psi), top pore pressure (psi), confining pressure at gauge (psi), confining pressure at transducer (psi), T outside, T inside, date/time, velocity (km/s), left velocity pick, right velocity pick, left signal pick, right signal pick, left reference pick, right reference pick, left short Q pick, right short Q pick, left long Q pick, right long Q pick, Q over 3 points, Q over >3 points, Gamma, time of flight, reference filename, 1st four characters in reference filename, 1st operator, 2nd operator, comment, system delay (s), samplelength
10000, 0, 3, 0, 1.0E-7, 0.02, 0.0, 0.0, 0.0, 0.0, -6.970000000000001E-5, 0.0, 4/2/2023 12:36:24, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,                                                                                 ,     ,               chance,                     ,                                                                                                                                                                 , 1.1E-6, 1.35
t (ns), A (mV)
+82700E0, +2938E-07
+82800E0, +2563E-07
+82900E0, +2969E-07
+83000E0, +3344E-07
+83100E0, +3375E-07
+83200E0, +3125E-07
+83300E0, +3031E-07
+83400E0, +2938E-07
+83500E0, +2844E-07
+83600E0, +2906E-07
+83700E0, +3125E-07
+83800E0, +2750E-07
+83900E0, +2469E-07
+84000E0, +2813E-07
+84100E0, +2688E-07
+84200E0, +2875E-07
+84300E0, +2813E-07
+84400E0, +2844E-07
+84500E0, +2625E-07
+84600E0, +2781E-07
+84700E0, +2813E-07
+84800E0, +3344E-07
+84900E0, +2563E-07
+85000E0, +3219E-07
+85100E0, +2625E-07
+85200E0, +2781E-07
+85300E0, +3813E-07
+85400E0, +2938E-07
+85500E0, +2875E-07
+85600E0, +3313E-07
+85700E0, +2719E-07
+85800E0, +3250E-07
+85900E0, +2969E-07
+86000E0, +3094E-07
+86100E0, +3031E-07
+86200E0, +3313E-07
+86300E0, +3156E-07
+86400E0, +2875E-07
+86500E0, +2875E-07
+86600E0, +2688E-07
+86700E0, +2969E-07
+86800E0, +2781E-07
+86900E0, +2719E-07
+87000E0, +3031E-07
+87100E0, +2813E-07
+87200E0, +2750E-07
+87300E0, +2875E-07
+87400E0, +2719E-07
+87500E0, +3125E-07
+87600E0, +2938E-07
+87700E0, +3000E-07
+87800E0, +2625E-07
+87900E0, +2688E-07
+88000E0, +3188E-07
+88100E0, +2906E-07
+88200E0, +3500E-07
+88300E0, +2594E-07
+88400E0, +2531E-07
+88500E0, +2750E-07
+88600E0, +2844E-07
+88700E0, +2844E-07
+88800E0, +2844E-07
+88900E0, +2625E-07
+89000E0, +2625E-07
+89100E0, +2969E-07
+89200E0, +2938E-07
+89300E0, +2781E-07
+89400E0, +3000E-07
+89500E0, +2844E-07
+89600E0, +2813E-07
+89700E0, +3062E-07
+89800E0, +2719E-07
+89900E0, +2875E-07
+90000E0, +2813E-07
+90100E0, +2781E-07
+90200E0, +2594E-07
+90300E0, +2594E-07
+90400E0, +3062E-07
